"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"MutatorData_tooltipBodyKey-640244bb8e4793ba-1d83718ac66361b42aa129997974ccb9-v2","MutatorData_tooltipBodyKey-640244bb8e4793ba-1d83718ac66361b42aa129997974ccb9-v2","Friendly units gain +3[attack].","MutatorData_tooltipBodyKey-640244bb8e4793ba-1d83718ac66361b42aa129997974ccb9-v2","","","","(Group: 'MutatorData_BothSidesUnitsAreStronger')

[attack]: <sprite name=""Attack"">"
"MutatorData_tooltipTitleKey-83b231edeb7f8dd9-1d83718ac66361b42aa129997974ccb9-v2","MutatorData_tooltipTitleKey-83b231edeb7f8dd9-1d83718ac66361b42aa129997974ccb9-v2","Artifact - Brawl","MutatorData_tooltipTitleKey-83b231edeb7f8dd9-1d83718ac66361b42aa129997974ccb9-v2","","","","(Group: 'MutatorData_BothSidesUnitsAreStronger')"
"No","No","No","No","","","",""
"NoAttack_NotificationText","NoAttack_NotificationText","No Attack","NoAttack_NotificationText","","","",""
"NoEaterError","NoEaterError","No Eater!","NoEaterError","","","",""
"NonClass","NonClass","Clanless","NonClass","","","",""
"Notification_ClassUnlockedFormat","Notification_ClassUnlockedFormat","Unlocked {0}","Notification_ClassUnlockedFormat","","","","{0}: A clan name such as ""Hellhorned"""
"NumberedListFormat","NumberedListFormat","{0}: {1}","NumberedListFormat","","","","{0}: A number.  The ""challenge level"" (amount of difficulty) that is set for your current run.
{1}: Description of the challenge level.  Example: Add <b>Deadweight</b> to your starting deck."
"OK","OK","OK","OK","","","",""
"PaginationControls_PageLabel","PaginationControls_PageLabel","Page {0} of {1}","PaginationControls_PageLabel","","","","{0}: A number
{1}: A number"
"PatchNotes_Message_NoNotes","PatchNotes_Message_NoNotes","No patch notes found.","PatchNotes_Message_NoNotes","","","",""
"PatchNotes_Message_Retrieving","PatchNotes_Message_Retrieving","Retrieving patch notes...","PatchNotes_Message_Retrieving","","","",""
"PatchNotes_Title","PatchNotes_Title","Patch Notes","PatchNotes_Title","","","",""
"PercentFormat","PercentFormat","{0}%","PercentFormat","","","","{0}: A number 0-100.  The percent of progression in unlocking a clan."
"Placeholder_NoValue","Placeholder_NoValue","-","Placeholder_NoValue","","","",""
"PresenceNotification_AbandonBattle","PresenceNotification_AbandonBattle","{0} has left the game","PresenceNotification_AbandonBattle","","","","{0}: A Steam user name"
"PresenceNotification_BattleComplete","PresenceNotification_BattleComplete","{0} completed Battle {1}","PresenceNotification_BattleComplete","","","","{0}: A number
{1}: A battle name"
"PresenceNotification_LoseRun","PresenceNotification_LoseRun","{0} died on Battle {1}","PresenceNotification_LoseRun","","","","{0}: A number
{1}: A battle name"
"PresenceNotification_SurvivedRun","PresenceNotification_SurvivedRun","{0} won the Hell Rush!","PresenceNotification_SurvivedRun","","","","{0}: A user name"
"PresenceNotification_WinRun","PresenceNotification_WinRun","{0} defeated Seraph with a score of {1}","PresenceNotification_WinRun","","","","{0}: A player name
{1}: A number"
"PresenceNotification_WinRun_Hellforged","PresenceNotification_WinRun_Hellforged","{0} defeated The Last Divinity with a score of {1}","PresenceNotification_WinRun_Hellforged","","","","{0}: A player name
{1}: A number"
"PreviewString_NoChange","PreviewString_NoChange","-","PreviewString_NoChange","","","",""
"PreviewString_WillBeEaten","PreviewString_WillBeEaten","<sprite name=""OnEatenPreview"">","PreviewString_WillBeEaten","","","",""
"PreviewString_WillBurnout","PreviewString_WillBurnout","<sprite name=""StatusEphemeralPreview"">","PreviewString_WillBurnout","","","",""
"PreviewString_WillDamage","PreviewString_WillDamage","{0}","PreviewString_WillDamage","","","","{0}: A number"
"PreviewString_WillDespawn","PreviewString_WillDespawn","!","PreviewString_WillDespawn","","","",""
"PreviewString_WillDie","PreviewString_WillDie","X","PreviewString_WillDie","","","",""
"PreviewString_WillHeal","PreviewString_WillHeal","+{0}","PreviewString_WillHeal","","","","{0}: A number"
"PurgeRewardData__rewardDescriptionKey-07b3dec9a2643350-49c5aaeaccdd683438b3841a3bc897bb-v2","PurgeRewardData__rewardDescriptionKey-07b3dec9a2643350-49c5aaeaccdd683438b3841a3bc897bb-v2","Select a card to throw into the pit.","PurgeRewardData__rewardDescriptionKey-07b3dec9a2643350-49c5aaeaccdd683438b3841a3bc897bb-v2","","","","(Group: 'PurgeRewardData_FreePurgeRewardData')"
"PurgeRewardData__rewardDescriptionKey-1acac5b3d5d108e7-d6bf5f61c83528c449627f222619da4c-v2","PurgeRewardData__rewardDescriptionKey-1acac5b3d5d108e7-d6bf5f61c83528c449627f222619da4c-v2","Select a card to give to Bone Dog.","PurgeRewardData__rewardDescriptionKey-1acac5b3d5d108e7-d6bf5f61c83528c449627f222619da4c-v2","","","","(Group: 'PurgeRewardData_FreePurgeRewardData_BoneDog')"
"PurgeRewardData__rewardDescriptionKey-32df43561ebc9dab-e4e8f523c4769d74288a50dd1f1e8986-v2","PurgeRewardData__rewardDescriptionKey-32df43561ebc9dab-e4e8f523c4769d74288a50dd1f1e8986-v2","Select and remove up to 2 cards from your deck.","PurgeRewardData__rewardDescriptionKey-32df43561ebc9dab-e4e8f523c4769d74288a50dd1f1e8986-v2","","","","(Group: 'PurgeRewardData_PurgeTwoReward')"
"PurgeRewardData__rewardDescriptionKey-a5f07bd291617a33-fa078d308991a464987fc489bf79f268-v2","PurgeRewardData__rewardDescriptionKey-a5f07bd291617a33-fa078d308991a464987fc489bf79f268-v2","You must remove a card from your deck.","PurgeRewardData__rewardDescriptionKey-a5f07bd291617a33-fa078d308991a464987fc489bf79f268-v2","","","","(Group: 'PurgeRewardData_PurgeMandoryReward')"
"PurgeRewardData__rewardDescriptionKey-c798f3e92310c953-944991d892341ef4aa8fa98d3cc41f67-v2","PurgeRewardData__rewardDescriptionKey-c798f3e92310c953-944991d892341ef4aa8fa98d3cc41f67-v2","Remove a card from your deck.","PurgeRewardData__rewardDescriptionKey-c798f3e92310c953-944991d892341ef4aa8fa98d3cc41f67-v2","","","","(Group: 'PurgeRewardData_PurgeReward')"
"PurgeRewardData__rewardDescriptionKey-e3c057b6689a405f-606fc10a139d918408e1f60139b29b7f-v2","PurgeRewardData__rewardDescriptionKey-e3c057b6689a405f-606fc10a139d918408e1f60139b29b7f-v2","Remove a card from your deck.","PurgeRewardData__rewardDescriptionKey-e3c057b6689a405f-606fc10a139d918408e1f60139b29b7f-v2","","","","(Group: 'PurgeRewardData_PurgeRewardMerchant')"
"PurgeRewardData__rewardTitleKey-2321c28b153a463d-944991d892341ef4aa8fa98d3cc41f67-v2","PurgeRewardData__rewardTitleKey-2321c28b153a463d-944991d892341ef4aa8fa98d3cc41f67-v2","Purge Card","PurgeRewardData__rewardTitleKey-2321c28b153a463d-944991d892341ef4aa8fa98d3cc41f67-v2","","","","(Group: 'PurgeRewardData_PurgeReward')"
"PurgeRewardData__rewardTitleKey-5390ac522aaf2ee5-606fc10a139d918408e1f60139b29b7f-v2","PurgeRewardData__rewardTitleKey-5390ac522aaf2ee5-606fc10a139d918408e1f60139b29b7f-v2","Purge Card","PurgeRewardData__rewardTitleKey-5390ac522aaf2ee5-606fc10a139d918408e1f60139b29b7f-v2","","","","(Group: 'PurgeRewardData_PurgeRewardMerchant')"
"PurgeRewardData__rewardTitleKey-947a00c19473921f-e4e8f523c4769d74288a50dd1f1e8986-v2","PurgeRewardData__rewardTitleKey-947a00c19473921f-e4e8f523c4769d74288a50dd1f1e8986-v2","Double Purge","PurgeRewardData__rewardTitleKey-947a00c19473921f-e4e8f523c4769d74288a50dd1f1e8986-v2","","","","(Group: 'PurgeRewardData_PurgeTwoReward')"
"PurgeRewardData__rewardTitleKey-9e893be14110bc7d-7f6243eb4c281814d907af666dd27cf6-v2","PurgeRewardData__rewardTitleKey-9e893be14110bc7d-7f6243eb4c281814d907af666dd27cf6-v2","Triple Purge","PurgeRewardData__rewardTitleKey-9e893be14110bc7d-7f6243eb4c281814d907af666dd27cf6-v2","","","","(Group: 'PurgeRewardData_PurgeThreeReward')"
"PurgeRewardData__rewardTitleKey-c8c95ec89757ddc9-49c5aaeaccdd683438b3841a3bc897bb-v2","PurgeRewardData__rewardTitleKey-c8c95ec89757ddc9-49c5aaeaccdd683438b3841a3bc897bb-v2","Chaos Portal","PurgeRewardData__rewardTitleKey-c8c95ec89757ddc9-49c5aaeaccdd683438b3841a3bc897bb-v2","","","","(Group: 'PurgeRewardData_FreePurgeRewardData')"
"PurgeRewardData__rewardTitleKey-f60decefa9ce2f3a-d6bf5f61c83528c449627f222619da4c-v2","PurgeRewardData__rewardTitleKey-f60decefa9ce2f3a-d6bf5f61c83528c449627f222619da4c-v2","Gift to Bone Dog","PurgeRewardData__rewardTitleKey-f60decefa9ce2f3a-d6bf5f61c83528c449627f222619da4c-v2","","","","(Group: 'PurgeRewardData_FreePurgeRewardData_BoneDog')"
"PurgeRewardData__rewardTitleKey-fd2f8f98a461d72a-fa078d308991a464987fc489bf79f268-v2","PurgeRewardData__rewardTitleKey-fd2f8f98a461d72a-fa078d308991a464987fc489bf79f268-v2","Mandatory Purge","PurgeRewardData__rewardTitleKey-fd2f8f98a461d72a-fa078d308991a464987fc489bf79f268-v2","","","","(Group: 'PurgeRewardData_PurgeMandoryReward')"
"RankFormat","RankFormat","#{0}","RankFormat","","","","{0}: A number"
"RelicData_AddConsumeToMonsters_Name","RelicData_AddConsumeToMonsters_Name","Lord of Many","RelicData_AddConsumeToMonsters_Name","","","",""
"RelicData_AddTriggerOnEnemySpawn_Name","RelicData_AddTriggerOnEnemySpawn_Name","Add Trigger on Summon","RelicData_AddTriggerOnEnemySpawn_Name","","","",""
"RelicData_BeastMasterRelic_Description","RelicData_BeastMasterRelic_Description","Beast Master Relic Description","RelicData_BeastMasterRelic_Description","","","",""
"RelicData_Bloodthirst_Description","RelicData_Bloodthirst_Description","A killer gets stronger with each kill.","RelicData_Bloodthirst_Description","","","",""
"RelicData_Bloodthirst_Name","RelicData_Bloodthirst_Name","Bloodthirst","RelicData_Bloodthirst_Name","","","",""
"RelicData_CardUpgrade_Name","RelicData_CardUpgrade_Name","Card Upgrade Sample","RelicData_CardUpgrade_Name","","","",""
"RelicData_DragonsBlessing_Description","RelicData_DragonsBlessing_Description","Have you seen an army of lizards?","RelicData_DragonsBlessing_Description","","","",""
"RelicData_DragonsBlessing_Name","RelicData_DragonsBlessing_Name","Dragon's Blessing","RelicData_DragonsBlessing_Name","","","",""
"RelicData_MeanGoblins_Description","RelicData_MeanGoblins_Description","Don't attack the goblins!","RelicData_MeanGoblins_Description","","","",""
"RelicData_MeanGoblins_Name","RelicData_MeanGoblins_Name","Mean Goblins","RelicData_MeanGoblins_Name","","","",""
"RelicData_MonsterDeathHealthBoost_Name","RelicData_MonsterDeathHealthBoost_Name","Consumer","RelicData_MonsterDeathHealthBoost_Name","","","",""
"RelicData_PlatedMages_Description","RelicData_PlatedMages_Description","What if mages are more than about magic?","RelicData_PlatedMages_Description","","","",""
"RelicData_PlatedMages_Name","RelicData_PlatedMages_Name","Plated Mages","RelicData_PlatedMages_Name","","","",""
"RelicDraftRewardData__rewardTitleKey-097952cf3e1538da-f922c76210c4b2a4592a394f0f0ce979-v2","RelicDraftRewardData__rewardTitleKey-097952cf3e1538da-f922c76210c4b2a4592a394f0f0ce979-v2","Major Enhancements","RelicDraftRewardData__rewardTitleKey-097952cf3e1538da-f922c76210c4b2a4592a394f0f0ce979-v2","","","","(Group: 'RelicDraftRewardData_BlessingDraftBossLevel6')"
"RelicDraftRewardData__rewardTitleKey-127bf1a5ae2f59d1-974fd9f2253ed4549920899681054d91-v2","RelicDraftRewardData__rewardTitleKey-127bf1a5ae2f59d1-974fd9f2253ed4549920899681054d91-v2","The Power of Hope","RelicDraftRewardData__rewardTitleKey-127bf1a5ae2f59d1-974fd9f2253ed4549920899681054d91-v2","","","","(Group: 'RelicDraftRewardData_ShardEvent_BlessingDraftReward_3')"
"RelicDraftRewardData__rewardTitleKey-537490bf506a287a-b6d6f7dfcb46023488771dd7080ddc65-v2","RelicDraftRewardData__rewardTitleKey-537490bf506a287a-b6d6f7dfcb46023488771dd7080ddc65-v2","Lingering Power","RelicDraftRewardData__rewardTitleKey-537490bf506a287a-b6d6f7dfcb46023488771dd7080ddc65-v2","","","","(Group: 'RelicDraftRewardData_ShardEvent_BlessingDraftReward_1')"
"RelicDraftRewardData__rewardTitleKey-7a1f85a4abbbe62f-5635b633a1568c64bb690feb0791d3ec-v2","RelicDraftRewardData__rewardTitleKey-7a1f85a4abbbe62f-5635b633a1568c64bb690feb0791d3ec-v2","Submission to Power","RelicDraftRewardData__rewardTitleKey-7a1f85a4abbbe62f-5635b633a1568c64bb690feb0791d3ec-v2","","","","(Group: 'RelicDraftRewardData_ShardEvent_BlessingDraftReward_2')"
"RelicDraftRewardData__rewardTitleKey-7d525d463ec67132-8e353f95f846e094bab11a5185474907-v2","RelicDraftRewardData__rewardTitleKey-7d525d463ec67132-8e353f95f846e094bab11a5185474907-v2","Major Enhancements","RelicDraftRewardData__rewardTitleKey-7d525d463ec67132-8e353f95f846e094bab11a5185474907-v2","","","","(Group: 'RelicDraftRewardData_BlessingDraftBoss')"
"RelicDraftRewardData__rewardTitleKey-8ca5c9ae1e1d2ed3-73bb8d3f36e6ace45a932639755cbf16-v2","RelicDraftRewardData__rewardTitleKey-8ca5c9ae1e1d2ed3-73bb8d3f36e6ace45a932639755cbf16-v2","Random Artifact","RelicDraftRewardData__rewardTitleKey-8ca5c9ae1e1d2ed3-73bb8d3f36e6ace45a932639755cbf16-v2","","","","(Group: 'RelicDraftRewardData_BlessingDraftRewardNoChoice')"
"RelicEffectCardDrawOnCardPlay","RelicEffectCardDrawOnCardPlay","When you play X cards, draw Y cards.","RelicEffectCardDrawOnCardPlay","","","",""
"RelicEffectConserveEnergyEndOfTurn","RelicEffectConserveEnergyEndOfTurn","Ember is conserved between turns.","RelicEffectConserveEnergyEndOfTurn","","","",""
"RelicEffectDamageEnemyOnHeal","RelicEffectDamageEnemyOnHeal","Healing does that amount in damage to the front enemy unit.","RelicEffectDamageEnemyOnHeal","","","",""
"RelicEffectPurgeExhaustedMonsterCard_NotificationText","RelicEffectPurgeExhaustedMonsterCard_NotificationText","Purged!","RelicEffectPurgeExhaustedMonsterCard_NotificationText","","","",""
"RelicEffectRandomCardCostOnDraw","RelicEffectRandomCardCostOnDraw","Randomize costs of drawn cards","RelicEffectRandomCardCostOnDraw","","","",""
"RelicEffectSuppressExhaust","RelicEffectSuppressExhaust","Cards don't get consumed.","RelicEffectSuppressExhaust","","","",""
"RelicPoolRewardData__rewardTitleKey-fcae0a4cf750c954-e9c29a404e4775e4895e3843c0837a28-v2","RelicPoolRewardData__rewardTitleKey-fcae0a4cf750c954-e9c29a404e4775e4895e3843c0837a28-v2","Random Artifact","RelicPoolRewardData__rewardTitleKey-fcae0a4cf750c954-e9c29a404e4775e4895e3843c0837a28-v2","","","","(Group: 'RelicPoolRewardData_IndividualRandomBlessing')"
"RelicType_BossRelic","RelicType_BossRelic","Enhancement","RelicType_BossRelic","","","",""
"RelicType_CardUpgrade","RelicType_CardUpgrade","Upgrade","RelicType_CardUpgrade","","","",""
"RelicType_CollectableRelic","RelicType_CollectableRelic","Artifact","RelicType_CollectableRelic","","","",""
"RelicType_Mutator","RelicType_Mutator","Mutator","RelicType_Mutator","","","",""
"RelicType_Sin","RelicType_Sin","Battle Effect","RelicType_Sin","","","",""
"Relic_AddTriggerOnEnemySpawn_Effect","Relic_AddTriggerOnEnemySpawn_Effect","Add death damage on enemy summon","Relic_AddTriggerOnEnemySpawn_Effect","","","",""
"Relic_CardUpgradeInherentTraitAdd_Description","Relic_CardUpgradeInherentTraitAdd_Description","A card of your choice starts in your hand during battle and costs 1 less [ember].","Relic_CardUpgradeInherentTraitAdd_Description","","","","[ember]: <sprite name=""Ember"">"
"Relic_ClassArchitect_Name","Relic_ClassArchitect_Name","Architect","Relic_ClassArchitect_Name","","","",""
"Relic_Covenant_MoreAttack_Description","Relic_Covenant_MoreAttack_Description","Enemy units gain +1[attack].","Relic_Covenant_MoreAttack_Description","","","","[attack]: <sprite name=""Attack"">"
"Relic_ExtraRoom_Name","Relic_ExtraRoom_Name","Tower Builder","Relic_ExtraRoom_Name","","","",""
"Relic_Mutator_DoubleSpawn_Name","Relic_Mutator_DoubleSpawn_Name","Abysmal Mirror","Relic_Mutator_DoubleSpawn_Name","","","",""
"Relic_QuickMonsters_Description","Relic_QuickMonsters_Description","Friendly Units gain <b>Quick</b>.","Relic_QuickMonsters_Description","","","",""
"Relic_QuickRing_Description","Relic_QuickRing_Description","New Value","Relic_QuickRing_Description","","","",""
"Relic_QuickRing_Effect","Relic_QuickRing_Effect","If you play 4 cards on a turn, <b>Draw 4</b>.","Relic_QuickRing_Effect","","","",""
"Relic_QuickRing_Name","Relic_QuickRing_Name","Quick Ring","Relic_QuickRing_Name","","","",""
"Relic_SpawnImp_Name","Relic_SpawnImp_Name","Imp Perfect","Relic_SpawnImp_Name","","","",""
"RemoveAndCacheCardRewardData__rewardDescriptionKey-4a41c3728034fca5-4ab443a1cbf8bf5488971429e35f0b9b-v2","RemoveAndCacheCardRewardData__rewardDescriptionKey-4a41c3728034fca5-4ab443a1cbf8bf5488971429e35f0b9b-v2","Choose a card to leave with the Winged and retrieve an upgraded version later.","RemoveAndCacheCardRewardData__rewardDescriptionKey-4a41c3728034fca5-4ab443a1cbf8bf5488971429e35f0b9b-v2","","","","(Group: 'RemoveAndCacheCardRewardData_DelayedRemoveAndCacheCardReward_Spell')"
"RemoveAndCacheCardRewardData__rewardDescriptionKey-7b2ca9c1fea4685f-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","RemoveAndCacheCardRewardData__rewardDescriptionKey-7b2ca9c1fea4685f-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","Choose a card to leave with the Winged and retrieve an upgraded version later.","RemoveAndCacheCardRewardData__rewardDescriptionKey-7b2ca9c1fea4685f-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","","","","(Group: 'RemoveAndCacheCardRewardData_DelayedRemoveAndCacheCardReward_Unit')"
"RemoveAndCacheCardRewardData__rewardTitleKey-4579c886518c576c-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","RemoveAndCacheCardRewardData__rewardTitleKey-4579c886518c576c-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","Winged's Aid","RemoveAndCacheCardRewardData__rewardTitleKey-4579c886518c576c-a8db6d1ac7c1bb34dbfb858df30c9df2-v2","","","","(Group: 'RemoveAndCacheCardRewardData_DelayedRemoveAndCacheCardReward_Unit')"
"RemoveAndCacheCardRewardData__rewardTitleKey-87adcb599368a0a9-4ab443a1cbf8bf5488971429e35f0b9b-v2","RemoveAndCacheCardRewardData__rewardTitleKey-87adcb599368a0a9-4ab443a1cbf8bf5488971429e35f0b9b-v2","Winged's Aid","RemoveAndCacheCardRewardData__rewardTitleKey-87adcb599368a0a9-4ab443a1cbf8bf5488971429e35f0b9b-v2","","","","(Group: 'RemoveAndCacheCardRewardData_DelayedRemoveAndCacheCardReward_Spell')"
"ReplacementStringsData__replacement-016a3b8d6a9515e2-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-016a3b8d6a9515e2-54cd63e248504b84185143a1d93acb06-v2","<b>Slime</b>","ReplacementStringsData__replacement-016a3b8d6a9515e2-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [corruptregen]"
"ReplacementStringsData__replacement-031bb113c889610b-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-031bb113c889610b-54cd63e248504b84185143a1d93acb06-v2","Construct","ReplacementStringsData__replacement-031bb113c889610b-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A unit type. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [automaton]"
"ReplacementStringsData__replacement-03aadefe0caaff21-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-03aadefe0caaff21-54cd63e248504b84185143a1d93acb06-v2","<b>Permafrost</b>","ReplacementStringsData__replacement-03aadefe0caaff21-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [permafrost]"
"ReplacementStringsData__replacement-06201a172fbfe4c7-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-06201a172fbfe4c7-54cd63e248504b84185143a1d93acb06-v2","<b>Purge</b>","ReplacementStringsData__replacement-06201a172fbfe4c7-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [annihilate]"
"ReplacementStringsData__replacement-06c22b6bd52b5ff4-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-06c22b6bd52b5ff4-54cd63e248504b84185143a1d93acb06-v2","<b>Trample</b>","ReplacementStringsData__replacement-06c22b6bd52b5ff4-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [trample]"
"ReplacementStringsData__replacement-095535141e20f152-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-095535141e20f152-54cd63e248504b84185143a1d93acb06-v2","Revenge!","ReplacementStringsData__replacement-095535141e20f152-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [hittriggered]"
"ReplacementStringsData__replacement-097dc4900e60a6ca-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-097dc4900e60a6ca-54cd63e248504b84185143a1d93acb06-v2","<sprite name=""Attack"">","ReplacementStringsData__replacement-097dc4900e60a6ca-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [attack]"
"ReplacementStringsData__replacement-0a76e49ef0c0d231-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-0a76e49ef0c0d231-54cd63e248504b84185143a1d93acb06-v2","<b>Stealth</b>","ReplacementStringsData__replacement-0a76e49ef0c0d231-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [stealth]"
"ReplacementStringsData__replacement-0e025d48bda7e070-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-0e025d48bda7e070-54cd63e248504b84185143a1d93acb06-v2","<b>Phased</b>","ReplacementStringsData__replacement-0e025d48bda7e070-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [stasis]"
"ReplacementStringsData__replacement-0e5a6cec751bed29-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-0e5a6cec751bed29-54cd63e248504b84185143a1d93acb06-v2","<sprite name=""Capacity"">","ReplacementStringsData__replacement-0e5a6cec751bed29-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [capacity]"
"ReplacementStringsData__replacement-0f1d7299bbeddf73-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-0f1d7299bbeddf73-54cd63e248504b84185143a1d93acb06-v2","<b>Regen</b>","ReplacementStringsData__replacement-0f1d7299bbeddf73-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [regen]"
"ReplacementStringsData__replacement-0fbb76b56b524ee1-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-0fbb76b56b524ee1-54cd63e248504b84185143a1d93acb06-v2","Harvest!","ReplacementStringsData__replacement-0fbb76b56b524ee1-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [harvesttriggered]"
"ReplacementStringsData__replacement-14479a24ebe4a8f1-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-14479a24ebe4a8f1-54cd63e248504b84185143a1d93acb06-v2","<b>Rage</b>","ReplacementStringsData__replacement-14479a24ebe4a8f1-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [rage]"
"ReplacementStringsData__replacement-15bad34c145394ef-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-15bad34c145394ef-54cd63e248504b84185143a1d93acb06-v2","<b>Debuff</b>","ReplacementStringsData__replacement-15bad34c145394ef-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [debuff]"
"ReplacementStringsData__replacement-1680a686dedbf290-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-1680a686dedbf290-54cd63e248504b84185143a1d93acb06-v2","<b>Descend</b>","ReplacementStringsData__replacement-1680a686dedbf290-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A game effect definition. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [descend]"
"ReplacementStringsData__replacement-18b10e744b7910e9-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-18b10e744b7910e9-54cd63e248504b84185143a1d93acb06-v2","Hollow","ReplacementStringsData__replacement-18b10e744b7910e9-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A unit type. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [golem]"
"ReplacementStringsData__replacement-1f52770821ced9ba-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-1f52770821ced9ba-54cd63e248504b84185143a1d93acb06-v2","<b>Haste</b>","ReplacementStringsData__replacement-1f52770821ced9ba-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [haste]"
"ReplacementStringsData__replacement-2662fc27802fb845-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-2662fc27802fb845-54cd63e248504b84185143a1d93acb06-v2","<b>Reform</b>","ReplacementStringsData__replacement-2662fc27802fb845-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')
A trait or status effect. This should match its respective string elsewhere. This is a technical game term and so should never be pluralized or change based on context.
This is the replacement text for: [raise]"
"ReplacementStringsData__replacement-267a7ff6647e71aa-54cd63e248504b84185143a1d93acb06-v2","ReplacementStringsData__replacement-267a7ff6647e71aa-54cd63e248504b84185143a1d93acb06-v2","Rally!","ReplacementStringsData__replacement-267a7ff6647e71aa-54cd63e248504b84185143a1d93acb06-v2","","","","(Group: 'ReplacementStringsData_ReplacementStringsData')

This is the replacement text for: [rallytriggered]"
