"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"SinsData_descriptionKey-581dac189b51de62-20de19bbbba40fa478669bacd63d13f4-v2","SinsData_descriptionKey-581dac189b51de62-20de19bbbba40fa478669bacd63d13f4-v2","","","False","","","(Group: 'SinsData_Enemy_TrapA_TrapC')"
"SinsData_descriptionKey-5db1d6ca77404ddf-014df95ca4518ef4b9fc7f2e62d6de82-v2","SinsData_descriptionKey-5db1d6ca77404ddf-014df95ca4518ef4b9fc7f2e62d6de82-v2","","","False","","","(Group: 'SinsData_Enemy_ExplosivesGetDamageShield')

[damageshield]: <nobr><b>Damage Shield</b></nobr>"
"SinsData_descriptionKey-5f29ee452aa18060-c6d7739fbbe919744a79c98bf5d4d459-v2","SinsData_descriptionKey-5f29ee452aa18060-c6d7739fbbe919744a79c98bf5d4d459-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT2')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"SinsData_descriptionKey-6a50c3532109c3dc-3ce4501b741aff640b32caf50fb39000-v2","SinsData_descriptionKey-6a50c3532109c3dc-3ce4501b741aff640b32caf50fb39000-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalHealthT1')

[effect0.power]: A number
[health]: <sprite name=""Health"">"
"SinsData_descriptionKey-73e9b4c1d995a4ee-e9ca0d4ab3b86864683cebfce3648fde-v2","SinsData_descriptionKey-73e9b4c1d995a4ee-e9ca0d4ab3b86864683cebfce3648fde-v2","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')"
"SinsData_descriptionKey-7daa31e87d553197-bcb69f698cc2d1a4085171ad1c54711a-v2","SinsData_descriptionKey-7daa31e87d553197-bcb69f698cc2d1a4085171ad1c54711a-v2","","","False","","","(Group: 'SinsData_Enemy_SeraphAddConsumeToSpells')

[consume]: <b>Consume</b>"
"SinsData_descriptionKey-82661624194bf369-5c456da164569d548a8220102b014d3f-v2","SinsData_descriptionKey-82661624194bf369-5c456da164569d548a8220102b014d3f-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnHordeT3')"
"SinsData_descriptionKey-83270cb82a04d41c-8c633588e7f79d14781c09a3372fc7cf-v2","SinsData_descriptionKey-83270cb82a04d41c-8c633588e7f79d14781c09a3372fc7cf-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalAttackT3')

[effect0.power]: A number
[attack]: <sprite name=""Attack"">"
"SinsData_descriptionKey-8c2629e507e5bc20-3bb2d34209d8b0e46ba016500747eb86-v2","SinsData_descriptionKey-8c2629e507e5bc20-3bb2d34209d8b0e46ba016500747eb86-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnBigHPRootedMultistrike')

[multistrike]: <b>Multistrike</b>
[rage]: <b>Rage</b>"
"SinsData_descriptionKey-b0ed9b7dfdb02b88-b8c190735ee48a645bf5edab7b5e623b-v2","SinsData_descriptionKey-b0ed9b7dfdb02b88-b8c190735ee48a645bf5edab7b5e623b-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT3')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"SinsData_descriptionKey-b15ca9e965493b22-4fbd021fee80a4b47a052dce2e09ddcd-v2","SinsData_descriptionKey-b15ca9e965493b22-4fbd021fee80a4b47a052dce2e09ddcd-v2","","","False","","","(Group: 'SinsData_Enemy_BarrelsExplodeTwice')"
"SinsData_descriptionKey-bf95669e5651679a-220b4746430e1b94c975fccf9cfffd6a-v2","SinsData_descriptionKey-bf95669e5651679a-220b4746430e1b94c975fccf9cfffd6a-v2","","","False","","","(Group: 'SinsData_Enemy_AddSpikesT1')

[spikes]: <b>Spikes</b>
[effect0.status0.power]: A number"
"SinsData_descriptionKey-cb8fdd9fa87fd3d2-eb649a1b3cdbc734dac6c3edd45b474f-v2","SinsData_descriptionKey-cb8fdd9fa87fd3d2-eb649a1b3cdbc734dac6c3edd45b474f-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnBigHPRootedSpellShield')

[spellshield]: <nobr><b>Spell Shield</b></nobr>
[effect0.status0.power]: A number
[armor]: <b>Armor</b>"
"SinsData_descriptionKey-ce4400628a64f636-f5ae9ef7e6ceada4f8e3c50c09f59dfb-v2","SinsData_descriptionKey-ce4400628a64f636-f5ae9ef7e6ceada4f8e3c50c09f59dfb-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalHealthT3')

[effect0.power]: A number
[health]: <sprite name=""Health"">"
"SinsData_descriptionKey-d23d6de33eeeeebb-5a268a87653a9064ba547b1444b4c668-v2","SinsData_descriptionKey-d23d6de33eeeeebb-5a268a87653a9064ba547b1444b4c668-v2","","","False","","","(Group: 'SinsData_Enemy_HealOnAscend')"
"SinsData_descriptionKey-db357dcc076521a5-864d1103b8d121c4a906d6e685c9c4e4-v2","SinsData_descriptionKey-db357dcc076521a5-864d1103b8d121c4a906d6e685c9c4e4-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalAttackT2')

[effect0.power]: A number
[attack]: <sprite name=""Attack"">"
"SinsData_descriptionKey-ecd0a8a51f859ad0-6ef135f219483a3408318429c3b519cf-v2","SinsData_descriptionKey-ecd0a8a51f859ad0-6ef135f219483a3408318429c3b519cf-v2","","","False","","","(Group: 'SinsData_Enemy_AddSpikesT2')

[spikes]: <b>Spikes</b>
[effect0.status0.power]: A number"
"SinsData_descriptionKey-f19c67ce11b8c10d-5a6d7ca03ba420f428958babea3b3621-v2","SinsData_descriptionKey-f19c67ce11b8c10d-5a6d7ca03ba420f428958babea3b3621-v2","","","False","","","(Group: 'SinsData_Enemy_LastDivinity')

[effect1.power]: A number
[attack]: <sprite name=""Attack"">"
"SinsData_descriptionKey-f7a1d9fc4c84448a-6355a9ddd2db3bb40938c1ff2345d0bf-v2","SinsData_descriptionKey-f7a1d9fc4c84448a-6355a9ddd2db3bb40938c1ff2345d0bf-v2","","","False","","","(Group: 'SinsData_Enemy_LowerEmberT3')

[effect0.power]: A number
[ember]: <sprite name=""Ember"">"
"SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Zero]","SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Zero]","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')
(Plural form: 'Zero')

[effect0.power]: A number"
"SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[One]","SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[One]","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')
(Plural form: 'One')

[effect0.power]: A number"
"SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Few]","SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Few]","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')
(Plural form: 'Few')

[effect0.power]: A number"
"SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Plural]","SinsData_descriptionKey-febccd5c3e23209a-e9ca0d4ab3b86864683cebfce3648fde-v2[Plural]","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')
(Plural form: 'Plural')

[effect0.power]: A number"
"SinsData_descriptionKey-ff9719abadf5673b-96e61e7aadde3aa4c8cbfbd3ef9ec206-v2","SinsData_descriptionKey-ff9719abadf5673b-96e61e7aadde3aa4c8cbfbd3ef9ec206-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT1')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"SinsData_nameKey-0e59d2ec769c57c9-eb649a1b3cdbc734dac6c3edd45b474f-v2","SinsData_nameKey-0e59d2ec769c57c9-eb649a1b3cdbc734dac6c3edd45b474f-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnBigHPRootedSpellShield')"
"SinsData_nameKey-19ae250ca744178f-d43b9ae5ef3812142be6864a0ef5f43b-v2","SinsData_nameKey-19ae250ca744178f-d43b9ae5ef3812142be6864a0ef5f43b-v2","","","False","","","(Group: 'SinsData_Enemy_BossLevel3Defensive')"
"SinsData_nameKey-25cca63665f8a5b0-c4764aa6756a6c8439cf0b64373557bb-v2","SinsData_nameKey-25cca63665f8a5b0-c4764aa6756a6c8439cf0b64373557bb-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnHordeT1')"
"SinsData_nameKey-2e46a2e2159b880a-b8c190735ee48a645bf5edab7b5e623b-v2","SinsData_nameKey-2e46a2e2159b880a-b8c190735ee48a645bf5edab7b5e623b-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT3')"
"SinsData_nameKey-2ec67f47b70516f0-96e61e7aadde3aa4c8cbfbd3ef9ec206-v2","SinsData_nameKey-2ec67f47b70516f0-96e61e7aadde3aa4c8cbfbd3ef9ec206-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT1')"
"SinsData_nameKey-37374703bc2716e5-664854b07b11c514d9aa8a35d64f320e-v2","SinsData_nameKey-37374703bc2716e5-664854b07b11c514d9aa8a35d64f320e-v2","","","False","","","(Group: 'SinsData_Enemy_SeraphRally')"
"SinsData_nameKey-3f66125d208311e7-a32a2f57ad5c1c842b6634b545ace87c-v2","SinsData_nameKey-3f66125d208311e7-a32a2f57ad5c1c842b6634b545ace87c-v2","","","False","","","(Group: 'SinsData_Enemy_BossLevel3VariantB')"
"SinsData_nameKey-501e8aff5c871f8b-6355a9ddd2db3bb40938c1ff2345d0bf-v2","SinsData_nameKey-501e8aff5c871f8b-6355a9ddd2db3bb40938c1ff2345d0bf-v2","","","False","","","(Group: 'SinsData_Enemy_LowerEmberT3')"
"SinsData_nameKey-539b5037e6160212-5a6d7ca03ba420f428958babea3b3621-v2","SinsData_nameKey-539b5037e6160212-5a6d7ca03ba420f428958babea3b3621-v2","","","False","","","(Group: 'SinsData_Enemy_LastDivinity')"
"SinsData_nameKey-593e0722a5f33835-e9ca0d4ab3b86864683cebfce3648fde-v2","SinsData_nameKey-593e0722a5f33835-e9ca0d4ab3b86864683cebfce3648fde-v2","","","False","","","(Group: 'SinsData_Enemy_TriggerDamageOnDeath')"
"SinsData_nameKey-5e02d6cd8b1a1561-45a679cc855dcab48b3448b1db1254b0-v2","SinsData_nameKey-5e02d6cd8b1a1561-45a679cc855dcab48b3448b1db1254b0-v2","","","False","","","(Group: 'SinsData_Enemy_TrapA_TrapB')"
"SinsData_nameKey-609c965414b13178-f5ae9ef7e6ceada4f8e3c50c09f59dfb-v2","SinsData_nameKey-609c965414b13178-f5ae9ef7e6ceada4f8e3c50c09f59dfb-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalHealthT3')"
"SinsData_nameKey-670edd7bc4f2b599-8c633588e7f79d14781c09a3372fc7cf-v2","SinsData_nameKey-670edd7bc4f2b599-8c633588e7f79d14781c09a3372fc7cf-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalAttackT3')"
"SinsData_nameKey-6ee93c477b401fef-47285db72591dd64a9ca45a66abe6843-v2","SinsData_nameKey-6ee93c477b401fef-47285db72591dd64a9ca45a66abe6843-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnBigHPRootedOnDeathJunk')"
"SinsData_nameKey-750495b3da0ae8f4-864d1103b8d121c4a906d6e685c9c4e4-v2","SinsData_nameKey-750495b3da0ae8f4-864d1103b8d121c4a906d6e685c9c4e4-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalAttackT2')"
"SinsData_nameKey-77d87891b0160895-014df95ca4518ef4b9fc7f2e62d6de82-v2","SinsData_nameKey-77d87891b0160895-014df95ca4518ef4b9fc7f2e62d6de82-v2","","","False","","","(Group: 'SinsData_Enemy_ExplosivesGetDamageShield')"
"SinsData_nameKey-7f84733d6d97904a-ef61dad071701ef44bfea8af71b9b8ec-v2","SinsData_nameKey-7f84733d6d97904a-ef61dad071701ef44bfea8af71b9b8ec-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalAttackT1')"
"SinsData_nameKey-8a400cb0d64f28a4-262aa3c7f94fd5e479763b88fa425c9d-v2","SinsData_nameKey-8a400cb0d64f28a4-262aa3c7f94fd5e479763b88fa425c9d-v2","","","False","","","(Group: 'SinsData_Enemy_SeraphCleanse')"
"SinsData_nameKey-93003dfb77487aac-f64b9e9f8b6be4b47b281ae43cb0beee-v2","SinsData_nameKey-93003dfb77487aac-f64b9e9f8b6be4b47b281ae43cb0beee-v2","","","False","","","(Group: 'SinsData_Enemy_AddSpikesT3')"
"SinsData_nameKey-95e957d5a0b68af2-aea910ed871caec4d92ff09151778856-v2","SinsData_nameKey-95e957d5a0b68af2-aea910ed871caec4d92ff09151778856-v2","","","False","","","(Group: 'SinsData_Enemy_TrapB_TrapC')"
"SinsData_nameKey-a2faa76a5af83fe8-3bb2d34209d8b0e46ba016500747eb86-v2","SinsData_nameKey-a2faa76a5af83fe8-3bb2d34209d8b0e46ba016500747eb86-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnBigHPRootedMultistrike')"
"SinsData_nameKey-a4339117f777101e-49586f167d311654eba7a4b77c5cb6b7-v2","SinsData_nameKey-a4339117f777101e-49586f167d311654eba7a4b77c5cb6b7-v2","","","False","","","(Group: 'SinsData_Enemy_AddMultistrike')"
"SinsData_nameKey-a60eefaee613c0de-152b4beb6bcb6cf499d211cafd9bcc11-v2","SinsData_nameKey-a60eefaee613c0de-152b4beb6bcb6cf499d211cafd9bcc11-v2","","","False","","","(Group: 'SinsData_Enemy_AddMagicShield')"
"SinsData_nameKey-a7af3e24fd3cef8f-cd96d86aa26b88c47b430b764a47dca6-v2","SinsData_nameKey-a7af3e24fd3cef8f-cd96d86aa26b88c47b430b764a47dca6-v2","","","False","","","(Group: 'SinsData_Enemy_FriendlyUnitsAreDazed')"
"SinsData_nameKey-aebeab73522f69bf-220b4746430e1b94c975fccf9cfffd6a-v2","SinsData_nameKey-aebeab73522f69bf-220b4746430e1b94c975fccf9cfffd6a-v2","","","False","","","(Group: 'SinsData_Enemy_AddSpikesT1')"
"SinsData_nameKey-b2aa5944093bad7f-bcb69f698cc2d1a4085171ad1c54711a-v2","SinsData_nameKey-b2aa5944093bad7f-bcb69f698cc2d1a4085171ad1c54711a-v2","","","False","","","(Group: 'SinsData_Enemy_SeraphAddConsumeToSpells')"
"SinsData_nameKey-b33f28b36817699e-20de19bbbba40fa478669bacd63d13f4-v2","SinsData_nameKey-b33f28b36817699e-20de19bbbba40fa478669bacd63d13f4-v2","","","False","","","(Group: 'SinsData_Enemy_TrapA_TrapC')"
"SinsData_nameKey-b7ac341350b6aaf9-6ef135f219483a3408318429c3b519cf-v2","SinsData_nameKey-b7ac341350b6aaf9-6ef135f219483a3408318429c3b519cf-v2","","","False","","","(Group: 'SinsData_Enemy_AddSpikesT2')"
"SinsData_nameKey-caa58e9ef6c68953-ce84397f90406a54096b63d32bc71829-v2","SinsData_nameKey-caa58e9ef6c68953-ce84397f90406a54096b63d32bc71829-v2","","","False","","","(Group: 'SinsData_Enemy_SeraphSap')"
"SinsData_nameKey-db5d188d7d3488f0-3ce4501b741aff640b32caf50fb39000-v2","SinsData_nameKey-db5d188d7d3488f0-3ce4501b741aff640b32caf50fb39000-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalHealthT1')"
"SinsData_nameKey-e2a494b8e956b250-5c456da164569d548a8220102b014d3f-v2","SinsData_nameKey-e2a494b8e956b250-5c456da164569d548a8220102b014d3f-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnHordeT3')"
"SinsData_nameKey-e6a2828c83bcd789-c6d7739fbbe919744a79c98bf5d4d459-v2","SinsData_nameKey-e6a2828c83bcd789-c6d7739fbbe919744a79c98bf5d4d459-v2","","","False","","","(Group: 'SinsData_Enemy_ArmorT2')"
"SinsData_nameKey-e762961eaf6629f6-fb3428019612ba24fb6312d7c0966438-v2","SinsData_nameKey-e762961eaf6629f6-fb3428019612ba24fb6312d7c0966438-v2","","","False","","","(Group: 'SinsData_Enemy_BossLevel3Offensive')"
"SinsData_nameKey-e8100c7d5513e3e1-5b62da16f60170b46bac1ba600fc3760-v2","SinsData_nameKey-e8100c7d5513e3e1-5b62da16f60170b46bac1ba600fc3760-v2","","","False","","","(Group: 'SinsData_Enemy_LowerEmberT2')"
"SinsData_nameKey-e8668ad45fcefceb-4fbd021fee80a4b47a052dce2e09ddcd-v2","SinsData_nameKey-e8668ad45fcefceb-4fbd021fee80a4b47a052dce2e09ddcd-v2","","","False","","","(Group: 'SinsData_Enemy_BarrelsExplodeTwice')"
"SinsData_nameKey-ea2a93e0eba6be44-5a268a87653a9064ba547b1444b4c668-v2","SinsData_nameKey-ea2a93e0eba6be44-5a268a87653a9064ba547b1444b4c668-v2","","","False","","","(Group: 'SinsData_Enemy_HealOnAscend')"
"SinsData_nameKey-f1ec71e29304cbba-dc8475dffad38bc428214fa97d7aa3a6-v2","SinsData_nameKey-f1ec71e29304cbba-dc8475dffad38bc428214fa97d7aa3a6-v2","","","False","","","(Group: 'SinsData_Enemy_AdditionalHealthT2')"
"SinsData_nameKey-fd80d4428abe3576-192332fe1ab7d754fa02aa5e96a3706f-v2","SinsData_nameKey-fd80d4428abe3576-192332fe1ab7d754fa02aa5e96a3706f-v2","","","False","","","(Group: 'SinsData_Enemy_SpawnHordeT2')"
"SizeNotificationText","SizeNotificationText","","","False","","","{0}: A number
[capacity]: <sprite name=""Capacity"">"
"Skip","Skip","","","False","","",""
"SpChallengeData_descriptionKey-13bd20bc7570de53-2ae91dbc44ecddb40afea6678d13cda1-v2","SpChallengeData_descriptionKey-13bd20bc7570de53-2ae91dbc44ecddb40afea6678d13cda1-v2","","","False","","","(Group: 'SpChallengeData_SeeDrawKeepCardsButBadChampChallenge')"
"SpChallengeData_descriptionKey-2766892cc147d04c-5271cc488a0f8b44ab9208e53e7ebcf5-v2","SpChallengeData_descriptionKey-2766892cc147d04c-5271cc488a0f8b44ab9208e53e7ebcf5-v2","","","False","","","(Group: 'SpChallengeData_SuperchargedPyreChallenge')"
"SpChallengeData_descriptionKey-2c2d07a0fdc6b61b-7c930fb0b2c62c94bad3cb506eb96016-v2","SpChallengeData_descriptionKey-2c2d07a0fdc6b61b-7c930fb0b2c62c94bad3cb506eb96016-v2","","","False","","","(Group: 'SpChallengeData_CheaperSpellsWithPunishmentChallenge')"
"SpChallengeData_descriptionKey-34bbad714e861ee9-c1875d63e49376a4d9f0c2b5571d883d-v2","SpChallengeData_descriptionKey-34bbad714e861ee9-c1875d63e49376a4d9f0c2b5571d883d-v2","","","False","","","(Group: 'SpChallengeData_MathChallenge')"
"SpChallengeData_descriptionKey-3519a07fcd70e665-3f49a7e0d5dd4204bbdf0283cb259240-v2","SpChallengeData_descriptionKey-3519a07fcd70e665-3f49a7e0d5dd4204bbdf0283cb259240-v2","","","False","","","(Group: 'SpChallengeData_BetterNinjaChallenge')"
"SpChallengeData_descriptionKey-3cfbe628d976d8cd-6871f4bfe65fdc741acc1b6279ba1e0a-v2","SpChallengeData_descriptionKey-3cfbe628d976d8cd-6871f4bfe65fdc741acc1b6279ba1e0a-v2","","","False","","","(Group: 'SpChallengeData_ShardStrongEnemiesChallenge')"
"SpChallengeData_descriptionKey-40b0eede0b0396eb-e39215fda28571c44b315822eb3452de-v2","SpChallengeData_descriptionKey-40b0eede0b0396eb-e39215fda28571c44b315822eb3452de-v2","","","False","","","(Group: 'SpChallengeData_PreUpgradedChallenge')"
"SpChallengeData_descriptionKey-4378c316207b0c8f-34c3928b9fabab140a8b31e80503695a-v2","SpChallengeData_descriptionKey-4378c316207b0c8f-34c3928b9fabab140a8b31e80503695a-v2","","","False","","","(Group: 'SpChallengeData_RNGMutatorsChallenge')"
"SpChallengeData_descriptionKey-4e3a745c4fd08525-a090d9a2c664de4488fe3457ef33cce9-v2","SpChallengeData_descriptionKey-4e3a745c4fd08525-a090d9a2c664de4488fe3457ef33cce9-v2","","","False","","","(Group: 'SpChallengeData_AnnoyingChallenge')"
"SpChallengeData_descriptionKey-5d5f56b2d26ae763-aef2308e4ee999742ab8ee498c7de070-v2","SpChallengeData_descriptionKey-5d5f56b2d26ae763-aef2308e4ee999742ab8ee498c7de070-v2","","","False","","","(Group: 'SpChallengeData_EvilEyeChallenge')"
"SpChallengeData_descriptionKey-6b1db403d7fc6cdd-dbc4d247a3d98ee44ab7a6ff64035fdd-v2","SpChallengeData_descriptionKey-6b1db403d7fc6cdd-dbc4d247a3d98ee44ab7a6ff64035fdd-v2","","","False","","","(Group: 'SpChallengeData_BlightedHandChallenge')"
"SpChallengeData_descriptionKey-6e03e04b37a2e53f-014378c8c65d06b4383d5fa4c850ffe0-v2","SpChallengeData_descriptionKey-6e03e04b37a2e53f-014378c8c65d06b4383d5fa4c850ffe0-v2","","","False","","","(Group: 'SpChallengeData_HeavyChallenge')"
"SpChallengeData_descriptionKey-7f5f764bc932a33f-a734022f86e1d9044b28c252cdfe2ed9-v2","SpChallengeData_descriptionKey-7f5f764bc932a33f-a734022f86e1d9044b28c252cdfe2ed9-v2","","","False","","","(Group: 'SpChallengeData_TruerChampionHephChallenge')"
"SpChallengeData_descriptionKey-83accd6afea990f0-84e832a7a370c6f4ca0f5542930c6cb6-v2","SpChallengeData_descriptionKey-83accd6afea990f0-84e832a7a370c6f4ca0f5542930c6cb6-v2","","","False","","","(Group: 'SpChallengeData_HivemindButHardChallenge')"
"SpChallengeData_descriptionKey-89216c85cd81facf-42bf9930d7cf53c45869ec880f46cd3d-v2","SpChallengeData_descriptionKey-89216c85cd81facf-42bf9930d7cf53c45869ec880f46cd3d-v2","","","False","","","(Group: 'SpChallengeData_FragileCollectorsUpgradeSlotsChallenge')"
"SpChallengeData_descriptionKey-9150fcebcc974998-282d8547bfe129b4a9288a4a074fd937-v2","SpChallengeData_descriptionKey-9150fcebcc974998-282d8547bfe129b4a9288a4a074fd937-v2","","","False","","","(Group: 'SpChallengeData_HandChallenge')"
"SpChallengeData_descriptionKey-9a3261a9d973cb08-c5e2f7f9f9b7e6044a8ff394649fe60b-v2","SpChallengeData_descriptionKey-9a3261a9d973cb08-c5e2f7f9f9b7e6044a8ff394649fe60b-v2","","","False","","","(Group: 'SpChallengeData_TrueChampionDanteChallenge')"
"SpChallengeData_descriptionKey-9f7622f5281a0bb0-f5dc14d8999adf84481d916676682ef5-v2","SpChallengeData_descriptionKey-9f7622f5281a0bb0-f5dc14d8999adf84481d916676682ef5-v2","","","False","","","(Group: 'SpChallengeData_StewardsChallenge')"
"SpChallengeData_descriptionKey-af3b8dfd0f078274-6cdb9b1cc28be2c4697f5bfc93a03067-v2","SpChallengeData_descriptionKey-af3b8dfd0f078274-6cdb9b1cc28be2c4697f5bfc93a03067-v2","","","False","","","(Group: 'SpChallengeData_NoChampDoubleTriggersChallenge')"
"SpChallengeData_descriptionKey-b62debd1f1f122fb-b129128071c02584d9e862f8b6b08015-v2","SpChallengeData_descriptionKey-b62debd1f1f122fb-b129128071c02584d9e862f8b6b08015-v2","","","False","","","(Group: 'SpChallengeData_RandomDeckAndDupeChallenge')"
"SpChallengeData_descriptionKey-cb67605c093859da-9c296d8c620efd84da4de192412e7f0d-v2","SpChallengeData_descriptionKey-cb67605c093859da-9c296d8c620efd84da4de192412e7f0d-v2","","","False","","","(Group: 'SpChallengeData_BetterStewardsMiddleFloorChallenge')"
"SpChallengeData_descriptionKey-cfbe55eb84e226fa-a1a6f697b22b45845b62e1b9f7ad7a47-v2","SpChallengeData_descriptionKey-cfbe55eb84e226fa-a1a6f697b22b45845b62e1b9f7ad7a47-v2","","","False","","","(Group: 'SpChallengeData_CantTargetWhatYouWantChallenge')"
"SpChallengeData_descriptionKey-e4856b86c816f7c8-3176bbaacea586f4fb7cc17e9a9cf44c-v2","SpChallengeData_descriptionKey-e4856b86c816f7c8-3176bbaacea586f4fb7cc17e9a9cf44c-v2","","","False","","","(Group: 'SpChallengeData_EarlyOpportunityChallenge')"
"SpChallengeData_descriptionKey-f9bd4539627fca0e-7740f217afc497d4baa306fe4d19470a-v2","SpChallengeData_descriptionKey-f9bd4539627fca0e-7740f217afc497d4baa306fe4d19470a-v2","","","False","","","(Group: 'SpChallengeData_GreatChampionBadSpellsChallenge')"
"SpChallengeData_descriptionKey-fb92b39e5346f5a0-092ab67dd99c77649acf6820bddf3550-v2","SpChallengeData_descriptionKey-fb92b39e5346f5a0-092ab67dd99c77649acf6820bddf3550-v2","","","False","","","(Group: 'SpChallengeData_CorrodedCashChallenge')"
"SpChallengeData_nameKey-03c577105eeecbdc-2ae91dbc44ecddb40afea6678d13cda1-v2","SpChallengeData_nameKey-03c577105eeecbdc-2ae91dbc44ecddb40afea6678d13cda1-v2","","","False","","","(Group: 'SpChallengeData_SeeDrawKeepCardsButBadChampChallenge')"
"SpChallengeData_nameKey-1f6f2da3fd23b412-42bf9930d7cf53c45869ec880f46cd3d-v2","SpChallengeData_nameKey-1f6f2da3fd23b412-42bf9930d7cf53c45869ec880f46cd3d-v2","","","False","","","(Group: 'SpChallengeData_FragileCollectorsUpgradeSlotsChallenge')"
"SpChallengeData_nameKey-2a87e8844b15de67-6cdb9b1cc28be2c4697f5bfc93a03067-v2","SpChallengeData_nameKey-2a87e8844b15de67-6cdb9b1cc28be2c4697f5bfc93a03067-v2","","","False","","","(Group: 'SpChallengeData_NoChampDoubleTriggersChallenge')"
"SpChallengeData_nameKey-2cb4d761fd96e70c-5271cc488a0f8b44ab9208e53e7ebcf5-v2","SpChallengeData_nameKey-2cb4d761fd96e70c-5271cc488a0f8b44ab9208e53e7ebcf5-v2","","","False","","","(Group: 'SpChallengeData_SuperchargedPyreChallenge')"
"SpChallengeData_nameKey-3f01943d7a6b288f-9c296d8c620efd84da4de192412e7f0d-v2","SpChallengeData_nameKey-3f01943d7a6b288f-9c296d8c620efd84da4de192412e7f0d-v2","","","False","","","(Group: 'SpChallengeData_BetterStewardsMiddleFloorChallenge')"
"SpChallengeData_nameKey-4406ac468d3c78e4-a090d9a2c664de4488fe3457ef33cce9-v2","SpChallengeData_nameKey-4406ac468d3c78e4-a090d9a2c664de4488fe3457ef33cce9-v2","","","False","","","(Group: 'SpChallengeData_AnnoyingChallenge')"
"SpChallengeData_nameKey-45ef8c0020b2a7fe-a734022f86e1d9044b28c252cdfe2ed9-v2","SpChallengeData_nameKey-45ef8c0020b2a7fe-a734022f86e1d9044b28c252cdfe2ed9-v2","","","False","","","(Group: 'SpChallengeData_TruerChampionHephChallenge')"
"SpChallengeData_nameKey-4be16bf29067fb71-84e832a7a370c6f4ca0f5542930c6cb6-v2","SpChallengeData_nameKey-4be16bf29067fb71-84e832a7a370c6f4ca0f5542930c6cb6-v2","","","False","","","(Group: 'SpChallengeData_HivemindButHardChallenge')"
"SpChallengeData_nameKey-655b432bceef77cc-e39215fda28571c44b315822eb3452de-v2","SpChallengeData_nameKey-655b432bceef77cc-e39215fda28571c44b315822eb3452de-v2","","","False","","","(Group: 'SpChallengeData_PreUpgradedChallenge')"
"SpChallengeData_nameKey-6e79e2462f96f62c-f5dc14d8999adf84481d916676682ef5-v2","SpChallengeData_nameKey-6e79e2462f96f62c-f5dc14d8999adf84481d916676682ef5-v2","","","False","","","(Group: 'SpChallengeData_StewardsChallenge')"
"SpChallengeData_nameKey-7255534b3b5b4dbd-aef2308e4ee999742ab8ee498c7de070-v2","SpChallengeData_nameKey-7255534b3b5b4dbd-aef2308e4ee999742ab8ee498c7de070-v2","","","False","","","(Group: 'SpChallengeData_EvilEyeChallenge')"
